 SOUID,    DATE,   FG, Q_FG
115611,19200401,-9999,    9
115611,19200402,-9999,    9
115611,19200403,-9999,    9
115611,19200404,-9999,    9
115611,19200405,-9999,    9
115611,19200406,-9999,    9
115611,19200407,-9999,    9
115611,19200408,-9999,    9
115611,19200409,-9999,    9
115611,19200410,-9999,    9
115611,19200411,-9999,    9
115611,19200412,-9999,    9
115611,19200413,-9999,    9
115611,19200414,-9999,    9
115611,19200415,-9999,    9
115611,19200416,-9999,    9
115611,19200417,-9999,    9
115611,19200418,-9999,    9
115611,19200419,-9999,    9
115611,19200420,-9999,    9
115611,19200421,-9999,    9
115611,19200422,-9999,    9
115611,19200423,-9999,    9
115611,19200424,-9999,    9
115611,19200425,-9999,    9
115611,19200426,-9999,    9
115611,19200427,-9999,    9
115611,19200428,-9999,    9
115611,19200429,-9999,    9
115611,19200430,-9999,    9
115611,19200501,-9999,    9
115611,19200502,-9999,    9
115611,19200503,-9999,    9
115611,19200504,-9999,    9
115611,19200505,-9999,    9
115611,19200506,-9999,    9
115611,19200507,-9999,    9
115611,19200508,-9999,    9
115611,19200509,-9999,    9
115611,19200510,-9999,    9
115611,19200511,-9999,    9
115611,19200512,-9999,    9
115611,19200513,-9999,    9
115611,19200514,-9999,    9
115611,19200515,-9999,    9
115611,19200516,-9999,    9
115611,19200517,-9999,    9
115611,19200518,-9999,    9
115611,19200519,-9999,    9
115611,19200520,-9999,    9
115611,19200521,-9999,    9
115611,19200522,-9999,    9
115611,19200523,-9999,    9
115611,19200524,-9999,    9
115611,19200525,-9999,    9
115611,19200526,-9999,    9
115611,19200527,-9999,    9
115611,19200528,-9999,    9
115611,19200529,-9999,    9
115611,19200530,-9999,    9
115611,19200531,-9999,    9
115611,19200601,-9999,    9
115611,19200602,-9999,    9
115611,19200603,-9999,    9
115611,19200604,-9999,    9
115611,19200605,-9999,    9
115611,19200606,-9999,    9
115611,19200607,-9999,    9
115611,19200608,-9999,    9
115611,19200609,-9999,    9
115611,19200610,-9999,    9
115611,19200611,-9999,    9
115611,19200612,-9999,    9
115611,19200613,-9999,    9
115611,19200614,-9999,    9
115611,19200615,-9999,    9
115611,19200616,-9999,    9
115611,19200617,-9999,    9
115611,19200618,-9999,    9
115611,19200619,-9999,    9
115611,19200620,-9999,    9
115611,19200621,-9999,    9
115611,19200622,-9999,    9
115611,19200623,-9999,    9
115611,19200624,-9999,    9
115611,19200625,-9999,    9
115611,19200626,-9999,    9
115611,19200627,-9999,    9
115611,19200628,-9999,    9
115611,19200629,-9999,    9
115611,19200630,-9999,    9
115611,19200701,-9999,    9
115611,19200702,-9999,    9
115611,19200703,-9999,    9
115611,19200704,-9999,    9
115611,19200705,-9999,    9
115611,19200706,-9999,    9
115611,19200707,-9999,    9
115611,19200708,-9999,    9
115611,19200709,-9999,    9
115611,19200710,-9999,    9
115611,19200711,-9999,    9
115611,19200712,-9999,    9
115611,19200713,-9999,    9
115611,19200714,-9999,    9
115611,19200715,-9999,    9
115611,19200716,-9999,    9
115611,19200717,-9999,    9
115611,19200718,-9999,    9
115611,19200719,-9999,    9
115611,19200720,-9999,    9
115611,19200721,-9999,    9
115611,19200722,-9999,    9
115611,19200723,-9999,    9
115611,19200724,-9999,    9
115611,19200725,-9999,    9
115611,19200726,-9999,    9
115611,19200727,-9999,    9
115611,19200728,-9999,    9
115611,19200729,-9999,    9
115611,19200730,-9999,    9
115611,19200731,-9999,    9
115611,19200801,-9999,    9
115611,19200802,-9999,    9
115611,19200803,-9999,    9
115611,19200804,-9999,    9
115611,19200805,-9999,    9
115611,19200806,-9999,    9
115611,19200807,-9999,    9
115611,19200808,-9999,    9
115611,19200809,-9999,    9
115611,19200810,-9999,    9
115611,19200811,-9999,    9
115611,19200812,-9999,    9
115611,19200813,-9999,    9
115611,19200814,-9999,    9
115611,19200815,-9999,    9
115611,19200816,-9999,    9
115611,19200817,-9999,    9
115611,19200818,-9999,    9
115611,19200819,-9999,    9
115611,19200820,-9999,    9
115611,19200821,-9999,    9
115611,19200822,-9999,    9
115611,19200823,-9999,    9
115611,19200824,-9999,    9
115611,19200825,-9999,    9
115611,19200826,-9999,    9
115611,19200827,-9999,    9
115611,19200828,-9999,    9
115611,19200829,-9999,    9
115611,19200830,-9999,    9
115611,19200831,-9999,    9
115611,19200901,-9999,    9
115611,19200902,-9999,    9
115611,19200903,-9999,    9
115611,19200904,-9999,    9
115611,19200905,-9999,    9
115611,19200906,-9999,    9
115611,19200907,-9999,    9
115611,19200908,-9999,    9
115611,19200909,-9999,    9
115611,19200910,-9999,    9
115611,19200911,-9999,    9
115611,19200912,-9999,    9
115611,19200913,-9999,    9
115611,19200914,-9999,    9
115611,19200915,-9999,    9
115611,19200916,-9999,    9
115611,19200917,-9999,    9
115611,19200918,-9999,    9
115611,19200919,-9999,    9
115611,19200920,-9999,    9
115611,19200921,-9999,    9
115611,19200922,-9999,    9
115611,19200923,-9999,    9
115611,19200924,-9999,    9
115611,19200925,-9999,    9
115611,19200926,-9999,    9
115611,19200927,-9999,    9
115611,19200928,-9999,    9
115611,19200929,-9999,    9
115611,19200930,-9999,    9
115611,19201001,-9999,    9
115611,19201002,-9999,    9
115611,19201003,-9999,    9
115611,19201004,-9999,    9
115611,19201005,-9999,    9
115611,19201006,-9999,    9
115611,19201007,-9999,    9
115611,19201008,-9999,    9
115611,19201009,-9999,    9
115611,19201010,-9999,    9
115611,19201011,-9999,    9
115611,19201012,-9999,    9
115611,19201013,-9999,    9
115611,19201014,-9999,    9
115611,19201015,-9999,    9
115611,19201016,-9999,    9
115611,19201017,-9999,    9
115611,19201018,-9999,    9
115611,19201019,-9999,    9
115611,19201020,-9999,    9
115611,19201021,-9999,    9
115611,19201022,-9999,    9
115611,19201023,-9999,    9
115611,19201024,-9999,    9
115611,19201025,-9999,    9
115611,19201026,-9999,    9
115611,19201027,-9999,    9
115611,19201028,-9999,    9
115611,19201029,-9999,    9
115611,19201030,-9999,    9
115611,19201031,-9999,    9
115611,19201101,-9999,    9
115611,19201102,-9999,    9
115611,19201103,-9999,    9
115611,19201104,-9999,    9
115611,19201105,-9999,    9
115611,19201106,-9999,    9
115611,19201107,-9999,    9
115611,19201108,-9999,    9
115611,19201109,-9999,    9
115611,19201110,-9999,    9
115611,19201111,-9999,    9
115611,19201112,-9999,    9
115611,19201113,-9999,    9
115611,19201114,-9999,    9
115611,19201115,-9999,    9
115611,19201116,-9999,    9
115611,19201117,-9999,    9
115611,19201118,-9999,    9
115611,19201119,-9999,    9
115611,19201120,-9999,    9
115611,19201121,-9999,    9
115611,19201122,-9999,    9
115611,19201123,-9999,    9
115611,19201124,-9999,    9
115611,19201125,-9999,    9
115611,19201126,-9999,    9
115611,19201127,-9999,    9
115611,19201128,-9999,    9
115611,19201129,-9999,    9
115611,19201130,-9999,    9
115611,19201201,-9999,    9
115611,19201202,-9999,    9
115611,19201203,-9999,    9
115611,19201204,-9999,    9
115611,19201205,-9999,    9
115611,19201206,-9999,    9
115611,19201207,-9999,    9
115611,19201208,-9999,    9
115611,19201209,-9999,    9
115611,19201210,-9999,    9
115611,19201211,-9999,    9
115611,19201212,-9999,    9
115611,19201213,-9999,    9
115611,19201214,-9999,    9
115611,19201215,-9999,    9
115611,19201216,-9999,    9
115611,19201217,-9999,    9
115611,19201218,-9999,    9
115611,19201219,-9999,    9
115611,19201220,-9999,    9
115611,19201221,-9999,    9
115611,19201222,-9999,    9
115611,19201223,-9999,    9
115611,19201224,-9999,    9
115611,19201225,-9999,    9
115611,19201226,-9999,    9
115611,19201227,-9999,    9
115611,19201228,-9999,    9
115611,19201229,-9999,    9
115611,19201230,-9999,    9
115611,19201231,-9999,    9
115611,19210101,    6,    0
115611,19210102,   11,    0
115611,19210103,   17,    0
115611,19210104,    3,    0
115611,19210105,    0,    0
115611,19210106,   11,    0
115611,19210107,    8,    0
115611,19210108,   14,    0
115611,19210109,    8,    0
115611,19210110,   11,    0
115611,19210111,    0,    0
115611,19210112,   33,    0
115611,19210113,   36,    0
115611,19210114,   33,    0
115611,19210115,    6,    0
115611,19210116,   36,    0
115611,19210117,    8,    0
115611,19210118,    0,    0
115611,19210119,    6,    0
115611,19210120,    8,    0
115611,19210121,    6,    0
115611,19210122,    6,    0
115611,19210123,    3,    0
115611,19210124,    6,    0
115611,19210125,    3,    0
115611,19210126,    6,    0
115611,19210127,    3,    0
115611,19210128,   14,    0
115611,19210129,   19,    0
115611,19210130,   19,    0
115611,19210131,   28,    0
115611,19210201,   22,    0
115611,19210202,   56,    0
115611,19210203,    6,    0
115611,19210204,    3,    0
115611,19210205,   33,    0
115611,19210206,    8,    0
115611,19210207,    6,    0
115611,19210208,    3,    0
115611,19210209,   11,    0
115611,19210210,   44,    0
115611,19210211,   39,    0
115611,19210212,   33,    0
115611,19210213,   22,    0
115611,19210214,   11,    0
115611,19210215,    6,    0
115611,19210216,-9999,    9
115611,19210217,-9999,    9
115611,19210218,    0,    0
115611,19210219,    3,    0
115611,19210220,   31,    0
115611,19210221,   17,    0
115611,19210222,   11,    0
115611,19210223,   19,    0
115611,19210224,   11,    0
115611,19210225,    6,    0
115611,19210226,    8,    0
115611,19210227,   25,    0
115611,19210228,   14,    0
115611,19210301,   17,    0
115611,19210302,    6,    0
115611,19210303,    6,    0
115611,19210304,   14,    0
115611,19210305,   28,    0
115611,19210306,    6,    0
115611,19210307,   14,    0
115611,19210308,   17,    0
115611,19210309,    6,    0
115611,19210310,    6,    0
115611,19210311,   28,    0
115611,19210312,    8,    0
115611,19210313,    6,    0
115611,19210314,    6,    0
115611,19210315,    8,    0
115611,19210316,    8,    0
115611,19210317,    6,    0
115611,19210318,    8,    0
115611,19210319,   42,    0
115611,19210320,    8,    0
115611,19210321,   44,    0
115611,19210322,   11,    0
115611,19210323,    8,    0
115611,19210324,    6,    0
115611,19210325,    3,    0
115611,19210326,    6,    0
115611,19210327,   28,    0
115611,19210328,   17,    0
115611,19210329,   22,    0
115611,19210330,   28,    0
115611,19210331,   50,    0
115611,19210401,   22,    0
115611,19210402,   17,    0
115611,19210403,   11,    0
115611,19210404,   17,    0
115611,19210405,   14,    0
115611,19210406,   11,    0
115611,19210407,   28,    0
115611,19210408,   31,    0
115611,19210409,   14,    0
115611,19210410,    6,    0
115611,19210411,    8,    0
115611,19210412,    3,    0
115611,19210413,    3,    0
115611,19210414,    0,    0
115611,19210415,   25,    0
115611,19210416,   39,    0
115611,19210417,   11,    0
115611,19210418,   47,    0
115611,19210419,   31,    0
115611,19210420,   11,    0
115611,19210421,   17,    0
115611,19210422,   31,    0
115611,19210423,   19,    0
115611,19210424,    6,    0
115611,19210425,   11,    0
115611,19210426,    8,    0
115611,19210427,   14,    0
115611,19210428,   14,    0
115611,19210429,   17,    0
115611,19210430,   19,    0
115611,19210501,   25,    0
115611,19210502,   17,    0
115611,19210503,   28,    0
115611,19210504,   11,    0
115611,19210505,   17,    0
115611,19210506,   19,    0
115611,19210507,   11,    0
115611,19210508,   11,    0
115611,19210509,    0,    0
115611,19210510,    6,    0
115611,19210511,    8,    0
115611,19210512,   19,    0
115611,19210513,   47,    0
115611,19210514,   22,    0
115611,19210515,    8,    0
115611,19210516,   25,    0
115611,19210517,   39,    0
115611,19210518,   33,    0
115611,19210519,   14,    0
115611,19210520,   33,    0
115611,19210521,   64,    0
115611,19210522,   17,    0
115611,19210523,    3,    0
115611,19210524,   17,    0
115611,19210525,   11,    0
115611,19210526,    6,    0
115611,19210527,    6,    0
115611,19210528,   36,    0
115611,19210529,   33,    0
115611,19210530,    6,    0
115611,19210531,   22,    0
115611,19210601,   11,    0
115611,19210602,   11,    0
115611,19210603,    6,    0
115611,19210604,    6,    0
115611,19210605,    6,    0
115611,19210606,   11,    0
115611,19210607,    8,    0
115611,19210608,    0,    0
115611,19210609,    3,    0
115611,19210610,    6,    0
115611,19210611,    6,    0
115611,19210612,    3,    0
115611,19210613,    3,    0
115611,19210614,   19,    0
115611,19210615,    0,    0
115611,19210616,    6,    0
115611,19210617,   17,    0
115611,19210618,   11,    0
115611,19210619,    6,    0
115611,19210620,   11,    0
115611,19210621,    0,    0
115611,19210622,   11,    0
115611,19210623,    6,    0
115611,19210624,   11,    0
115611,19210625,    6,    0
115611,19210626,    3,    0
115611,19210627,    8,    0
115611,19210628,    6,    0
115611,19210629,   11,    0
115611,19210630,    3,    0
115611,19210701,   14,    0
115611,19210702,   17,    0
115611,19210703,   11,    0
115611,19210704,   17,    0
115611,19210705,   14,    0
115611,19210706,   17,    0
115611,19210707,   11,    0
115611,19210708,   33,    0
115611,19210709,-9999,    9
115611,19210710,-9999,    9
115611,19210711,   17,    0
115611,19210712,    6,    0
115611,19210713,    8,    0
115611,19210714,    6,    0
115611,19210715,   11,    0
115611,19210716,   17,    0
115611,19210717,   11,    0
115611,19210718,   11,    0
115611,19210719,   17,    0
115611,19210720,   25,    0
115611,19210721,   17,    0
115611,19210722,    6,    0
115611,19210723,    6,    0
115611,19210724,   11,    0
115611,19210725,   11,    0
115611,19210726,    8,    0
115611,19210727,   11,    0
115611,19210728,   14,    0
115611,19210729,    6,    0
115611,19210730,    6,    0
115611,19210731,    8,    0
115611,19210801,    6,    0
115611,19210802,    6,    0
115611,19210803,    3,    0
115611,19210804,   11,    0
115611,19210805,    3,    0
115611,19210806,    3,    0
115611,19210807,    6,    0
115611,19210808,   11,    0
115611,19210809,-9999,    9
115611,19210810,-9999,    9
115611,19210811,   14,    0
115611,19210812,    6,    0
115611,19210813,    6,    0
115611,19210814,    6,    0
115611,19210815,   11,    0
115611,19210816,   11,    0
115611,19210817,   22,    0
115611,19210818,   14,    0
115611,19210819,   14,    0
115611,19210820,   11,    0
115611,19210821,    6,    0
115611,19210822,    8,    0
115611,19210823,   14,    0
115611,19210824,    6,    0
115611,19210825,   19,    0
115611,19210826,    8,    0
115611,19210827,   11,    0
115611,19210828,    6,    0
115611,19210829,    3,    0
115611,19210830,    3,    0
115611,19210831,    0,    0
115611,19210901,    0,    0
115611,19210902,    8,    0
115611,19210903,   11,    0
115611,19210904,-9999,    9
115611,19210905,-9999,    9
115611,19210906,    0,    0
115611,19210907,    6,    0
115611,19210908,-9999,    9
115611,19210909,    3,    0
115611,19210910,    6,    0
115611,19210911,    8,    0
115611,19210912,    0,    0
115611,19210913,   11,    0
115611,19210914,   11,    0
115611,19210915,   11,    0
115611,19210916,   17,    0
115611,19210917,    8,    0
115611,19210918,   17,    0
115611,19210919,    8,    0
115611,19210920,    6,    0
115611,19210921,    8,    0
115611,19210922,   42,    0
115611,19210923,   11,    0
115611,19210924,   11,    0
115611,19210925,    6,    0
115611,19210926,    3,    0
115611,19210927,    3,    0
115611,19210928,    0,    0
115611,19210929,    3,    0
115611,19210930,    0,    0
115611,19211001,-9999,    9
115611,19211002,-9999,    9
115611,19211003,-9999,    9
115611,19211004,-9999,    9
115611,19211005,-9999,    9
115611,19211006,-9999,    9
115611,19211007,-9999,    9
115611,19211008,-9999,    9
115611,19211009,-9999,    9
115611,19211010,-9999,    9
115611,19211011,-9999,    9
115611,19211012,-9999,    9
115611,19211013,-9999,    9
115611,19211014,-9999,    9
115611,19211015,-9999,    9
115611,19211016,-9999,    9
115611,19211017,-9999,    9
115611,19211018,-9999,    9
115611,19211019,-9999,    9
115611,19211020,-9999,    9
115611,19211021,-9999,    9
115611,19211022,-9999,    9
115611,19211023,-9999,    9
115611,19211024,-9999,    9
115611,19211025,-9999,    9
115611,19211026,-9999,    9
115611,19211027,-9999,    9
115611,19211028,-9999,    9
115611,19211029,-9999,    9
115611,19211030,-9999,    9
115611,19211031,-9999,    9
115611,19211101,-9999,    9
115611,19211102,-9999,    9
115611,19211103,-9999,    9
115611,19211104,-9999,    9
115611,19211105,-9999,    9
115611,19211106,-9999,    9
115611,19211107,-9999,    9
115611,19211108,-9999,    9
115611,19211109,-9999,    9
115611,19211110,-9999,    9
115611,19211111,-9999,    9
115611,19211112,-9999,    9
115611,19211113,-9999,    9
115611,19211114,-9999,    9
115611,19211115,-9999,    9
115611,19211116,-9999,    9
115611,19211117,-9999,    9
115611,19211118,-9999,    9
115611,19211119,-9999,    9
115611,19211120,-9999,    9
115611,19211121,-9999,    9
115611,19211122,-9999,    9
115611,19211123,-9999,    9
115611,19211124,-9999,    9
115611,19211125,-9999,    9
115611,19211126,-9999,    9
115611,19211127,-9999,    9
115611,19211128,-9999,    9
115611,19211129,-9999,    9
115611,19211130,-9999,    9
115611,19211201,-9999,    9
115611,19211202,-9999,    9
115611,19211203,-9999,    9
115611,19211204,-9999,    9
115611,19211205,-9999,    9
115611,19211206,-9999,    9
115611,19211207,-9999,    9
115611,19211208,-9999,    9
115611,19211209,-9999,    9
115611,19211210,-9999,    9
115611,19211211,-9999,    9
115611,19211212,-9999,    9
115611,19211213,-9999,    9
115611,19211214,-9999,    9
115611,19211215,-9999,    9
115611,19211216,-9999,    9
115611,19211217,-9999,    9
115611,19211218,-9999,    9
115611,19211219,-9999,    9
115611,19211220,-9999,    9
115611,19211221,-9999,    9
115611,19211222,-9999,    9
115611,19211223,-9999,    9
115611,19211224,-9999,    9
115611,19211225,-9999,    9
115611,19211226,-9999,    9
115611,19211227,-9999,    9
115611,19211228,-9999,    9
115611,19211229,-9999,    9
115611,19211230,-9999,    9
115611,19211231,-9999,    9
115611,19220101,    6,    0
115611,19220102,    0,    0
115611,19220103,   14,    0
115611,19220104,   22,    0
115611,19220105,   11,    0
115611,19220106,    6,    0
115611,19220107,    0,    0
115611,19220108,    8,    0
115611,19220109,    0,    0
115611,19220110,   19,    0
115611,19220111,    6,    0
115611,19220112,    6,    0
115611,19220113,    6,    0
115611,19220114,   28,    0
115611,19220115,   33,    0
115611,19220116,    6,    0
115611,19220117,   22,    0
115611,19220118,   28,    0
115611,19220119,   19,    0
115611,19220120,   11,    0
115611,19220121,    8,    0
115611,19220122,    8,    0
115611,19220123,    0,    0
115611,19220124,   17,    0
115611,19220125,   33,    0
115611,19220126,   33,    0
115611,19220127,   19,    0
115611,19220128,   14,    0
115611,19220129,-9999,    9
115611,19220130,-9999,    9
115611,19220131,-9999,    9
115611,19220201,   39,    0
115611,19220202,   31,    0
115611,19220203,   42,    0
115611,19220204,   19,    0
115611,19220205,   33,    0
115611,19220206,   33,    0
115611,19220207,    0,    0
115611,19220208,    6,    0
115611,19220209,   19,    0
115611,19220210,   17,    0
115611,19220211,   14,    0
115611,19220212,   14,    0
115611,19220213,   11,    0
115611,19220214,    8,    0
115611,19220215,    3,    0
115611,19220216,    8,    0
115611,19220217,    3,    0
115611,19220218,    8,    0
115611,19220219,   17,    0
115611,19220220,   25,    0
115611,19220221,   22,    0
115611,19220222,   33,    0
115611,19220223,    8,    0
115611,19220224,    6,    0
115611,19220225,    3,    0
115611,19220226,   31,    0
115611,19220227,   11,    0
115611,19220228,   11,    0
115611,19220301,   31,    0
115611,19220302,   14,    0
115611,19220303,   11,    0
115611,19220304,   11,    0
115611,19220305,   14,    0
115611,19220306,   11,    0
115611,19220307,   25,    0
115611,19220308,   33,    0
115611,19220309,   33,    0
115611,19220310,   17,    0
115611,19220311,   31,    0
115611,19220312,   17,    0
115611,19220313,   28,    0
115611,19220314,   25,    0
115611,19220315,   17,    0
115611,19220316,   11,    0
115611,19220317,    8,    0
115611,19220318,   19,    0
115611,19220319,    6,    0
115611,19220320,    8,    0
115611,19220321,   50,    0
115611,19220322,   19,    0
115611,19220323,   39,    0
115611,19220324,    8,    0
115611,19220325,   56,    0
115611,19220326,   61,    0
115611,19220327,   36,    0
115611,19220328,   42,    0
115611,19220329,   25,    0
115611,19220330,   19,    0
115611,19220331,   22,    0
115611,19220401,   25,    0
115611,19220402,   17,    0
115611,19220403,   39,    0
115611,19220404,   42,    0
115611,19220405,   44,    0
115611,19220406,   25,    0
115611,19220407,   25,    0
115611,19220408,   19,    0
115611,19220409,   19,    0
115611,19220410,   50,    0
115611,19220411,   44,    0
115611,19220412,   19,    0
115611,19220413,    6,    0
115611,19220414,   17,    0
115611,19220415,   39,    0
115611,19220416,   33,    0
115611,19220417,   25,    0
115611,19220418,   39,    0
115611,19220419,   56,    0
115611,19220420,   17,    0
115611,19220421,   17,    0
115611,19220422,   28,    0
115611,19220423,   22,    0
115611,19220424,   31,    0
115611,19220425,   11,    0
115611,19220426,   33,    0
115611,19220427,   25,    0
115611,19220428,   31,    0
115611,19220429,   28,    0
115611,19220430,   22,    0
115611,19220501,   19,    0
115611,19220502,   28,    0
115611,19220503,    8,    0
115611,19220504,    6,    0
115611,19220505,    6,    0
115611,19220506,   11,    0
115611,19220507,   11,    0
115611,19220508,    6,    0
115611,19220509,   11,    0
115611,19220510,   19,    0
115611,19220511,   17,    0
115611,19220512,   36,    0
115611,19220513,   22,    0
115611,19220514,   14,    0
115611,19220515,   28,    0
115611,19220516,   11,    0
115611,19220517,   17,    0
115611,19220518,   22,    0
115611,19220519,   22,    0
115611,19220520,    8,    0
115611,19220521,   22,    0
115611,19220522,   17,    0
115611,19220523,   22,    0
115611,19220524,   25,    0
115611,19220525,   22,    0
115611,19220526,   19,    0
115611,19220527,   11,    0
115611,19220528,   14,    0
115611,19220529,   11,    0
115611,19220530,   17,    0
115611,19220531,   11,    0
115611,19220601,   14,    0
115611,19220602,    3,    0
115611,19220603,   19,    0
115611,19220604,   28,    0
115611,19220605,    8,    0
115611,19220606,    6,    0
115611,19220607,    3,    0
115611,19220608,    3,    0
115611,19220609,   11,    0
115611,19220610,   11,    0
115611,19220611,    6,    0
115611,19220612,   14,    0
115611,19220613,   11,    0
115611,19220614,   33,    0
115611,19220615,   17,    0
115611,19220616,   31,    0
115611,19220617,   31,    0
115611,19220618,   17,    0
115611,19220619,   31,    0
115611,19220620,   22,    0
115611,19220621,   11,    0
115611,19220622,    6,    0
115611,19220623,   17,    0
115611,19220624,   19,    0
115611,19220625,   19,    0
115611,19220626,    8,    0
115611,19220627,   14,    0
115611,19220628,   28,    0
115611,19220629,    6,    0
115611,19220630,   19,    0
115611,19220701,-9999,    9
115611,19220702,-9999,    9
115611,19220703,-9999,    9
115611,19220704,-9999,    9
115611,19220705,-9999,    9
115611,19220706,-9999,    9
115611,19220707,-9999,    9
115611,19220708,-9999,    9
115611,19220709,-9999,    9
115611,19220710,-9999,    9
115611,19220711,-9999,    9
115611,19220712,-9999,    9
115611,19220713,-9999,    9
115611,19220714,-9999,    9
115611,19220715,-9999,    9
115611,19220716,-9999,    9
115611,19220717,-9999,    9
115611,19220718,-9999,    9
115611,19220719,-9999,    9
115611,19220720,-9999,    9
115611,19220721,-9999,    9
115611,19220722,-9999,    9
115611,19220723,-9999,    9
115611,19220724,-9999,    9
115611,19220725,-9999,    9
115611,19220726,-9999,    9
115611,19220727,-9999,    9
115611,19220728,-9999,    9
115611,19220729,-9999,    9
115611,19220730,-9999,    9
115611,19220731,-9999,    9
115611,19220801,   11,    0
115611,19220802,    8,    0
115611,19220803,   11,    0
115611,19220804,   17,    0
115611,19220805,   28,    0
115611,19220806,   33,    0
115611,19220807,   31,    0
115611,19220808,   33,    0
115611,19220809,   11,    0
115611,19220810,   17,    0
115611,19220811,   25,    0
115611,19220812,   47,    0
115611,19220813,   44,    0
115611,19220814,    6,    0
115611,19220815,   33,    0
115611,19220816,   11,    0
115611,19220817,    3,    0
115611,19220818,   31,    0
115611,19220819,   19,    0
115611,19220820,   28,    0
115611,19220821,   17,    0
115611,19220822,   17,    0
115611,19220823,   11,    0
115611,19220824,    8,    0
115611,19220825,   19,    0
115611,19220826,   28,    0
115611,19220827,   25,    0
115611,19220828,   14,    0
115611,19220829,   25,    0
115611,19220830,   28,    0
115611,19220831,   31,    0
115611,19220901,   25,    0
115611,19220902,   11,    0
115611,19220903,   47,    0
115611,19220904,-9999,    9
115611,19220905,   22,    0
115611,19220906,   19,    0
115611,19220907,   11,    0
115611,19220908,   22,    0
115611,19220909,   50,    0
115611,19220910,   19,    0
115611,19220911,   31,    0
115611,19220912,   14,    0
115611,19220913,   47,    0
115611,19220914,   47,    0
115611,19220915,    6,    0
115611,19220916,    8,    0
115611,19220917,    6,    0
115611,19220918,   17,    0
115611,19220919,    3,    0
115611,19220920,    8,    0
115611,19220921,   19,    0
115611,19220922,    6,    0
115611,19220923,    6,    0
115611,19220924,    3,    0
115611,19220925,   14,    0
115611,19220926,   53,    0
115611,19220927,   58,    0
115611,19220928,   19,    0
115611,19220929,    6,    0
115611,19220930,   19,    0
115611,19221001,-9999,    9
115611,19221002,-9999,    9
115611,19221003,    3,    0
115611,19221004,-9999,    9
115611,19221005,    6,    0
115611,19221006,   33,    0
115611,19221007,   22,    0
115611,19221008,-9999,    9
115611,19221009,-9999,    9
115611,19221010,-9999,    9
115611,19221011,    6,    0
115611,19221012,    6,    0
115611,19221013,    8,    0
115611,19221014,    0,    0
115611,19221015,    6,    0
115611,19221016,    6,    0
115611,19221017,    8,    0
115611,19221018,    6,    0
115611,19221019,    3,    0
115611,19221020,    6,    0
115611,19221021,    8,    0
115611,19221022,    6,    0
115611,19221023,    6,    0
115611,19221024,   25,    0
115611,19221025,   19,    0
115611,19221026,    6,    0
115611,19221027,   17,    0
115611,19221028,   31,    0
115611,19221029,   14,    0
115611,19221030,   19,    0
